date,energy_kwh,reactive_kvarh,load_index,active_hours,mean_pf,weekend
2018-04-30,2406.79,1351.64,1.8333333333333333,14.0,78.70083333333334,0.0
2018-05-01,298.65,187.18,1.0,0.0,80.50104166666667,0.0
2018-05-02,4468.95,2057.36,1.8333333333333333,14.0,79.22447916666667,0.0
2018-05-03,4245.57,2016.19,1.8333333333333333,14.0,81.73385416666666,0.0
2018-05-04,2451.4700000000003,1338.83,1.8333333333333333,14.0,81.67770833333333,0.0
2018-05-05,307.44,171.86,1.0,0.0,82.73708333333333,1.0
2018-05-06,304.49,174.14,1.0,0.0,82.09364583333333,1.0
2018-05-07,4868.65,2154.69,1.8333333333333333,14.0,80.10229166666666,0.0
2018-05-08,3403.93,1755.28,1.8333333333333333,14.0,80.7375,0.0
2018-05-09,2804.96,1515.49,1.8333333333333333,14.0,79.61458333333333,0.0
2018-05-10,2939.89,1657.9,1.8333333333333333,14.0,80.60906250000001,0.0
2018-05-11,2692.15,1267.23,1.8333333333333333,14.0,81.05489583333333,0.0
2018-05-12,736.88,194.20000000000002,1.8333333333333333,14.0,82.79291666666667,1.0
2018-05-13,301.07,186.35,1.0,0.0,80.83041666666666,1.0
2018-05-14,2851.54,1642.8,1.8333333333333333,14.0,76.68239583333333,0.0
2018-05-15,3660.68,1893.01,1.8333333333333333,14.0,78.170625,0.0
2018-05-16,3913.08,1713.72,1.8333333333333333,14.0,78.6709375,0.0
2018-05-17,4456.38,2265.05,1.8333333333333333,14.0,76.90781249999999,0.0
2018-05-18,3036.04,1764.4,1.8333333333333333,14.0,75.5246875,0.0
2018-05-19,1639.86,774.57,1.8333333333333333,14.0,77.9565625,1.0
2018-05-20,668.92,290.22,1.8333333333333333,14.0,78.60072916666667,1.0
2018-05-21,2691.5,1432.12,1.8333333333333333,14.0,77.28083333333333,0.0
2018-05-22,2157.01,512.85,1.8333333333333333,14.0,81.58427083333333,0.0
2018-05-23,4173.0,1988.82,1.8333333333333333,14.0,77.61177083333332,0.0
2018-05-24,4300.55,1906.65,1.8333333333333333,14.0,78.36302083333334,0.0
2018-05-25,2548.58,1386.03,1.8333333333333333,14.0,79.62989583333334,0.0
2018-05-26,1281.68,441.01,1.8333333333333333,14.0,79.10677083333333,1.0
2018-05-27,290.77,209.79,1.0,0.0,78.19354166666666,1.0
2018-05-28,2749.15,1450.65,1.8333333333333333,14.0,74.87458333333333,0.0
2018-05-29,2324.5,1018.89,1.8333333333333333,14.0,77.9115625,0.0
2018-05-30,3745.29,1628.87,1.8333333333333333,14.0,76.72854166666666,0.0
2018-05-31,2746.65,1434.7,1.8333333333333333,14.0,75.58697916666667,0.0
2018-06-01,2050.08,1111.67,1.8333333333333333,14.0,75.7734375,0.0
2018-06-02,367.47,259.92,1.0,0.0,77.77583333333332,1.0
2018-06-03,292.88,241.12,1.0,0.0,76.74635416666666,1.0
2018-06-04,3721.99,1924.13,1.8333333333333333,14.0,74.29864583333334,0.0
2018-06-05,4079.94,2150.81,1.8333333333333333,14.0,75.39760416666667,0.0
2018-06-06,3042.13,1680.71,1.8333333333333333,14.0,76.01375,0.0
2018-06-07,3099.4900000000002,1694.36,1.8333333333333333,14.0,74.35697916666668,0.0
2018-06-08,2352.75,1278.6,1.8333333333333333,14.0,74.23166666666667,0.0
2018-06-09,292.79,226.19,1.0,0.0,77.42604166666666,1.0
2018-06-10,294.36,214.2,1.0,0.0,77.9034375,1.0
2018-06-11,3599.09,1964.73,1.8333333333333333,14.0,74.18385416666666,0.0
2018-06-12,3573.11,1590.32,1.8333333333333333,14.0,76.83562500000001,0.0
2018-06-13,1392.99,688.96,1.8333333333333333,14.0,79.3840625,0.0
2018-06-14,3007.9900000000002,1474.86,1.8333333333333333,14.0,78.00812499999999,0.0
2018-06-15,3201.5099999999998,1634.15,1.8333333333333333,14.0,74.89791666666666,0.0
2018-06-16,667.33,307.43,1.8333333333333333,14.0,78.45041666666667,1.0
2018-06-17,285.71000000000004,175.26,1.0,0.0,81.04510416666666,1.0
2018-06-18,3217.85,1326.19,1.8333333333333333,14.0,79.83791666666666,0.0
2018-06-19,2540.38,1097.1,1.8333333333333333,14.0,77.41958333333334,0.0
2018-06-20,3418.16,1827.82,1.8333333333333333,14.0,75.1321875,0.0
2018-06-21,2313.45,1175.69,1.8333333333333333,14.0,76.3040625,0.0
2018-06-22,2550.47,1538.83,1.8333333333333333,14.0,73.62302083333334,0.0
2018-06-23,1309.57,504.12,1.8333333333333333,14.0,80.39833333333333,1.0
2018-06-24,834.54,229.09,1.8333333333333333,14.0,82.4890625,1.0
2018-06-25,3149.67,1467.46,1.8333333333333333,14.0,78.34270833333333,0.0
2018-06-26,2465.99,1154.31,1.8333333333333333,14.0,79.15489583333333,0.0
2018-06-27,2116.46,1131.77,1.8333333333333333,14.0,78.48145833333334,0.0
2018-06-28,2415.64,1104.09,1.8333333333333333,14.0,78.29,0.0
2018-06-29,2292.54,1090.29,1.8333333333333333,14.0,77.99729166666667,0.0
2018-06-30,1458.31,629.72,1.8333333333333333,14.0,78.98625,1.0
2018-07-01,287.83,162.32,1.0,0.0,82.60083333333334,1.0
2018-07-02,2706.85,1500.05,1.8333333333333333,14.0,77.2265625,0.0
2018-07-03,3424.19,1612.82,1.8333333333333333,14.0,76.98791666666666,0.0
2018-07-04,3061.12,1334.26,1.8333333333333333,14.0,80.9628125,0.0
2018-07-05,3522.44,1741.54,1.8333333333333333,14.0,77.66927083333333,0.0
2018-07-06,4547.3,2168.27,1.8333333333333333,14.0,76.94541666666667,0.0
2018-07-07,2590.2,1128.26,1.8333333333333333,14.0,77.98395833333333,1.0
2018-07-08,2461.61,1026.69,1.8333333333333333,14.0,81.0284375,1.0
2018-07-09,2614.52,1270.61,1.8333333333333333,14.0,79.64010416666666,0.0
2018-07-10,3402.88,1704.59,1.8333333333333333,14.0,77.50854166666666,0.0
2018-07-11,2500.51,1095.68,1.8333333333333333,14.0,79.85947916666667,0.0
2018-07-12,2573.61,1346.6,1.8333333333333333,14.0,76.81427083333334,0.0
2018-07-13,2624.23,1214.67,1.8333333333333333,14.0,76.02385416666667,0.0
2018-07-14,1750.78,630.14,1.8333333333333333,14.0,81.21864583333333,1.0
2018-07-15,3529.94,1495.07,1.8333333333333333,14.0,86.42416666666666,1.0
2018-07-16,3147.13,1724.1,1.8333333333333333,14.0,84.58583333333333,0.0
2018-07-17,3263.25,1656.58,1.8333333333333333,14.0,82.93447916666666,0.0
2018-07-18,2265.38,1351.5,1.8333333333333333,14.0,85.7028125,0.0
2018-07-19,3745.04,1871.05,1.8333333333333333,14.0,84.66,0.0
2018-07-20,3040.88,1778.34,1.8333333333333333,14.0,82.74260416666667,0.0
2018-07-21,1443.69,707.76,1.8333333333333333,14.0,86.76937500000001,1.0
2018-07-22,284.92,119.26,1.0,0.0,87.17927083333332,1.0
2018-07-23,3162.77,1767.69,1.8333333333333333,14.0,83.86135416666666,0.0
2018-07-24,3403.48,1829.02,1.8333333333333333,14.0,81.5928125,0.0
2018-07-25,3148.76,1408.29,1.8333333333333333,14.0,79.00270833333333,0.0
2018-07-26,2665.58,1132.02,1.8333333333333333,14.0,79.50625000000001,0.0
2018-07-27,2480.24,1131.05,1.8333333333333333,14.0,75.00572916666667,0.0
2018-07-28,1667.14,821.9300000000001,1.8333333333333333,14.0,77.96083333333333,1.0
2018-07-29,1178.97,374.59,1.8333333333333333,14.0,79.09697916666667,1.0
2018-07-30,3069.89,1609.88,1.8333333333333333,14.0,74.41208333333334,0.0
2018-07-31,2109.28,961.37,1.8333333333333333,14.0,80.50375,0.0
2018-08-01,268.01,193.72,1.0,0.0,78.70447916666667,0.0
2018-08-02,276.0,209.13,1.0,0.0,77.54260416666666,0.0
2018-08-03,285.38,251.57,1.0,0.0,75.33604166666667,0.0
2018-08-04,275.43,240.63,1.0,0.0,75.94427083333333,1.0
2018-08-05,288.04,234.43,1.0,0.0,76.28114583333333,1.0
2018-08-06,3574.9500000000003,1702.5,1.8333333333333333,14.0,75.74260416666667,0.0
2018-08-07,3458.15,1748.82,1.8333333333333333,14.0,76.1040625,0.0
2018-08-08,3577.76,1911.78,1.8333333333333333,14.0,74.095,0.0
2018-08-09,3440.11,1874.7,1.8333333333333333,14.0,74.51322916666666,0.0
2018-08-10,4047.82,2004.66,1.8333333333333333,14.0,75.5678125,0.0
2018-08-11,2955.35,1324.3700000000001,1.8333333333333333,14.0,76.15427083333334,1.0
2018-08-12,283.9,223.3,1.0,0.0,76.68572916666666,1.0
2018-08-13,4432.89,2332.13,1.8333333333333333,14.0,73.13270833333333,0.0
2018-08-14,4058.7599999999998,2001.08,1.8333333333333333,14.0,73.89874999999999,0.0
2018-08-15,2753.9,1335.72,1.8333333333333333,14.0,77.34572916666666,0.0
2018-08-16,2977.12,1751.24,1.8333333333333333,14.0,73.01718749999999,0.0
2018-08-17,2967.2400000000002,1878.02,1.8333333333333333,14.0,71.64375,0.0
2018-08-18,2277.17,1240.04,1.8333333333333333,14.0,78.38458333333334,1.0
2018-08-19,287.2,198.63,1.0,0.0,78.165,1.0
2018-08-20,3397.81,2131.09,1.8333333333333333,14.0,72.87041666666667,0.0
2018-08-21,2590.42,1603.23,1.8333333333333333,14.0,73.29302083333333,0.0
2018-08-22,2076.07,1220.3700000000001,1.8333333333333333,14.0,76.19197916666667,0.0
2018-08-23,2655.04,1478.33,1.8333333333333333,14.0,74.26510416666666,0.0
2018-08-24,2625.28,1572.54,1.8333333333333333,14.0,73.04729166666667,0.0
2018-08-25,355.63,213.42000000000002,1.0,0.0,78.45083333333334,1.0
2018-08-26,377.13,213.94,1.8333333333333333,14.0,78.74249999999999,1.0
2018-08-27,2136.69,1319.23,1.8333333333333333,14.0,75.20541666666666,0.0
2018-08-28,2372.03,1346.51,1.8333333333333333,14.0,75.54489583333334,0.0
2018-08-29,2427.01,1475.6399999999999,1.8333333333333333,14.0,74.35510416666666,0.0
2018-08-30,2466.3,1466.04,1.8333333333333333,14.0,73.311875,0.0
2018-08-31,2594.84,1506.87,1.8333333333333333,14.0,73.17812500000001,0.0
2018-09-01,1388.77,529.24,1.8333333333333333,14.0,76.75,1.0
2018-09-02,1284.3,698.42,1.8333333333333333,14.0,76.68270833333334,1.0
2018-09-03,2599.39,1397.06,1.8333333333333333,14.0,74.68927083333334,0.0
2018-09-04,4120.7,2151.73,1.8333333333333333,14.0,72.67302083333333,0.0
2018-09-05,2998.32,1835.8,1.8333333333333333,14.0,71.48822916666667,0.0
2018-09-06,2787.21,1833.19,1.8333333333333333,14.0,70.189375,0.0
2018-09-07,4184.71,1953.41,1.8333333333333333,14.0,74.66989583333334,0.0
2018-09-08,1382.37,674.61,1.8333333333333333,14.0,76.78697916666667,1.0
2018-09-09,680.52,296.36,1.8333333333333333,14.0,75.859375,1.0
2018-09-10,2978.38,1556.98,1.8333333333333333,14.0,73.341875,0.0
2018-09-11,3782.94,2216.27,1.8333333333333333,14.0,71.71635416666668,0.0
2018-09-12,3005.6,1895.48,1.8333333333333333,14.0,72.17218749999999,0.0
2018-09-13,3207.7599999999998,2003.67,1.8333333333333333,14.0,72.60916666666667,0.0
2018-09-14,2421.4700000000003,1554.54,1.8333333333333333,14.0,75.1315625,0.0
2018-09-15,1358.41,657.08,1.8333333333333333,14.0,75.38416666666667,1.0
2018-09-16,276.83,224.4,1.0,0.0,76.43322916666666,1.0
2018-09-17,3310.03,2008.72,1.8333333333333333,14.0,70.88885416666666,0.0
2018-09-18,2647.58,1606.8,1.8333333333333333,14.0,71.75666666666667,0.0
2018-09-19,1753.96,913.21,1.8333333333333333,14.0,74.87052083333333,0.0
2018-09-20,2457.4,1471.83,1.8333333333333333,14.0,72.4565625,0.0
2018-09-21,1088.11,526.65,1.8333333333333333,14.0,77.41072916666667,0.0
2018-09-22,277.93,223.15,1.0,0.0,76.20989583333333,1.0
2018-09-23,267.44,233.17000000000002,1.0,0.0,75.28302083333334,1.0
2018-09-24,272.09,246.95000000000002,1.0,0.0,74.41645833333332,0.0
2018-09-25,264.53000000000003,245.07,1.0,0.0,74.58614583333333,0.0
2018-09-26,259.46,236.52,1.0,0.0,74.88552083333333,0.0
2018-09-27,2810.24,1658.67,1.8333333333333333,14.0,71.48052083333333,0.0
2018-09-28,2290.36,1421.8799999999999,1.8333333333333333,14.0,71.8315625,0.0
2018-09-29,1461.0,720.94,1.8333333333333333,14.0,76.69708333333334,1.0
2018-09-30,265.26,204.9,1.0,0.0,77.275625,1.0
2018-10-01,2200.01,1312.18,1.8333333333333333,14.0,72.18760416666667,0.0
2018-10-02,3197.74,2070.59,1.8333333333333333,14.0,70.73604166666667,0.0
2018-10-03,2029.47,1426.06,1.8333333333333333,14.0,71.56708333333333,0.0
2018-10-04,2968.54,2056.28,1.8333333333333333,14.0,69.37270833333334,0.0
2018-10-05,2510.82,1487.76,1.8333333333333333,14.0,72.71697916666666,0.0
2018-10-06,3121.32,1718.54,1.8333333333333333,14.0,71.69510416666667,1.0
2018-10-07,264.23,206.38,1.0,0.0,76.76541666666667,1.0
2018-10-08,4057.45,2348.47,1.8333333333333333,14.0,70.99625,0.0
2018-10-09,2571.0099999999998,1591.09,1.8333333333333333,14.0,73.9128125,0.0
2018-10-10,4200.28,2056.35,1.8333333333333333,14.0,74.27374999999999,0.0
2018-10-11,3952.42,2189.17,1.8333333333333333,14.0,72.54479166666667,0.0
2018-10-12,2764.38,1786.37,1.8333333333333333,14.0,72.06635416666667,0.0
2018-10-13,1735.84,929.63,1.8333333333333333,14.0,76.42510416666667,1.0
2018-10-14,288.49,214.98000000000002,1.0,0.0,77.5503125,1.0
2018-10-15,4431.24,2330.92,1.8333333333333333,14.0,72.916875,0.0
2018-10-16,3332.5,2247.94,1.8333333333333333,14.0,69.76833333333333,0.0
2018-10-17,3061.21,1837.65,1.8333333333333333,14.0,72.79645833333333,0.0
2018-10-18,2996.08,1879.01,1.8333333333333333,14.0,73.32666666666667,0.0
2018-10-19,3812.04,2418.24,1.8333333333333333,14.0,73.29947916666667,0.0
2018-10-20,2572.43,1372.22,1.8333333333333333,14.0,76.3159375,1.0
2018-10-21,362.57,216.58,1.0,0.0,77.97364583333334,1.0
2018-10-22,3109.09,1778.98,1.8333333333333333,14.0,72.81197916666666,0.0
2018-10-23,3710.86,2344.84,1.8333333333333333,14.0,73.7353125,0.0
2018-10-24,2412.29,1456.16,1.8333333333333333,14.0,74.03760416666667,0.0
2018-10-25,3005.51,1812.61,1.8333333333333333,14.0,72.4475,0.0
2018-10-26,3206.45,1824.35,1.8333333333333333,14.0,74.72885416666666,0.0
2018-10-27,1575.6299999999999,871.25,1.8333333333333333,14.0,74.75666666666667,1.0
2018-10-28,292.97,231.29,1.0,0.0,76.66447916666667,1.0
2018-10-29,3918.15,1789.69,1.8333333333333333,14.0,74.7559375,0.0
2018-10-30,3023.8,1678.76,1.8333333333333333,14.0,75.57979166666667,0.0
2018-10-31,3980.83,2111.51,1.8333333333333333,14.0,76.43802083333334,0.0
2018-11-01,2867.08,1586.12,1.8333333333333333,14.0,78.31958333333334,0.0
2018-11-02,3029.44,1864.53,1.8333333333333333,14.0,72.22,0.0
2018-11-03,1906.57,653.2,1.8333333333333333,14.0,79.3275,1.0
2018-11-04,2398.65,840.81,1.8333333333333333,14.0,77.70395833333333,1.0
2018-11-05,3336.57,2075.32,1.8333333333333333,14.0,74.46083333333333,0.0
2018-11-06,2789.03,1732.99,1.8333333333333333,14.0,72.33354166666668,0.0
2018-11-07,2640.3,1531.8700000000001,1.8333333333333333,14.0,74.41645833333332,0.0
2018-11-08,3107.78,1773.89,1.8333333333333333,14.0,73.8246875,0.0
2018-11-09,3119.25,1775.14,1.8333333333333333,14.0,75.77354166666667,0.0
2018-11-10,1811.0,972.36,1.8333333333333333,14.0,76.45875,1.0
2018-11-11,291.4,189.44,1.0,0.0,80.38677083333333,1.0
2018-11-12,3788.05,1899.93,1.8333333333333333,14.0,78.3196875,0.0
2018-11-13,4726.84,2242.44,1.8333333333333333,14.0,78.72604166666666,0.0
2018-11-14,3266.65,1842.93,1.8333333333333333,14.0,78.33833333333332,0.0
2018-11-15,3685.33,1804.42,1.8333333333333333,14.0,78.23510416666666,0.0
2018-11-16,3283.23,1879.85,1.8333333333333333,14.0,74.04010416666667,0.0
2018-11-17,3401.46,1631.74,1.8333333333333333,14.0,77.9478125,1.0
2018-11-18,1432.73,517.21,1.8333333333333333,14.0,78.71510416666666,1.0
2018-11-19,2812.5,1408.41,1.8333333333333333,14.0,78.27052083333334,0.0
2018-11-20,2139.9,881.4399999999999,1.8333333333333333,14.0,88.16708333333334,0.0
2018-11-21,4292.86,1708.76,1.8333333333333333,14.0,88.9928125,0.0
2018-11-22,4281.03,2034.28,1.8333333333333333,14.0,85.489375,0.0
2018-11-23,3685.34,1877.68,1.8333333333333333,14.0,88.06947916666667,0.0
2018-11-24,359.49,125.84,1.0,0.0,89.23614583333334,1.0
2018-11-25,301.64,115.17,1.0,0.0,88.76937500000001,1.0
2018-11-26,3501.44,1768.55,1.8333333333333333,14.0,84.00416666666666,0.0
2018-11-27,4266.93,1852.14,1.8333333333333333,14.0,87.76322916666668,0.0
2018-11-28,3833.22,1831.61,1.8333333333333333,14.0,88.0578125,0.0
2018-11-29,3200.0,1321.46,1.8333333333333333,14.0,82.92156250000001,0.0
2018-11-30,2661.9,1121.18,1.8333333333333333,14.0,84.73239583333334,0.0
2018-12-01,805.5699999999999,127.05,1.8333333333333333,14.0,91.08625,1.0
2018-12-02,370.79,138.26,1.0,0.0,89.42989583333333,1.0
2018-12-03,2728.33,1319.03,1.8333333333333333,14.0,86.44979166666667,0.0
2018-12-04,2807.68,1536.17,1.8333333333333333,14.0,81.77979166666667,0.0
2018-12-05,2486.63,1145.52,1.8333333333333333,14.0,88.03250000000001,0.0
2018-12-06,2791.67,1271.21,1.8333333333333333,14.0,85.85822916666666,0.0
2018-12-07,2672.51,866.52,1.8333333333333333,14.0,85.40760416666666,0.0
2018-12-08,1573.66,472.15999999999997,1.8333333333333333,14.0,88.06677083333334,1.0
2018-12-09,339.98,114.14,1.0,0.0,90.72979166666666,1.0
